event_id, timestamp                 , user_id       , is_bot, bot_type               , account_age_days, followers_count, following_count, profile_pic, bio_length, verified, location_consistent, ip_address     , timezone_offset, video_id, creator_id, event_type, engagement_duration
e12     , 2025-08-22T02:55:39.574039, bot_user_32   ,      1, sophisticated_bot      ,              294,            2049,             223,           1,         14,        0,                   1, 148.2.45.105   , 0              , v19     , creator_19, share     ,                5.43
e13     , 2025-08-22T03:31:39.574039, bot_user_32   ,      1, sophisticated_bot      ,              294,            2049,             223,           1,         14,        0,                   1, 148.2.45.105   , 0              , v19     , creator_19, view      ,                8.71
e14     , 2025-08-21T12:12:39.574145, human_user_219,      0, human                  ,              322,               4,               9,           1,         66,        0,                   1, 11.246.159.81  , -1             , v37     , creator_37, view      ,              987.16
e15     , 2025-08-23T13:51:39.574145, human_user_219,      0, human                  ,              322,               4,               9,           1,         66,        0,                   1, 11.246.159.81  , -1             , v37     , creator_37, view      ,              726.88
e16     , 2025-08-23T14:27:39.574145, human_user_219,      0, human                  ,              322,               4,               9,           1,         66,        0,                   1, 11.246.159.81  , -1             , v37     , creator_37, view      ,              339.4
e17     , 2025-08-06T13:44:39.574271, human_user_219,      0, human                  ,              322,               4,               9,           1,         66,        0,                   1, 11.246.159.81  , -1             , v18     , creator_18, view      ,               50.92
e18     , 2025-08-18T14:44:39.574309, human_user_219,      0, human                  ,              322,               4,               9,           1,         66,        0,                   1, 11.246.159.81  , -1             , v32     , creator_32, view      ,             1555.46
e19     , 2025-08-11T09:41:39.574343, human_user_219,      0, human                  ,              322,               4,               9,           1,         66,        0,                   1, 11.246.159.81  , -1             , v12     , creator_12, view      ,             1115.16
e20     , 2025-08-14T08:32:39.574399, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v45     , creator_45, view      ,              206.77
e21     , 2025-08-18T22:07:39.574399, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v45     , creator_45, view      ,              447.38
e22     , 2025-08-01T10:33:39.574466, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v49     , creator_49, view      ,             1456.03
e23     , 2025-08-01T18:11:39.574466, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v49     , creator_49, view      ,              914.29
e24     , 2025-08-12T13:44:39.574534, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v24     , creator_24, view      ,              735.17
e25     , 2025-08-15T10:18:39.574534, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v24     , creator_24, view      ,              136.26
e26     , 2025-08-16T17:43:39.574534, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v24     , creator_24, like      ,              873.47
e27     , 2025-08-25T14:23:39.574625, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v26     , creator_26, like      ,              639.13
e28     , 2025-08-26T12:45:39.574625, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v26     , creator_26, view      ,              651.43
e29     , 2025-08-27T09:47:39.574625, human_user_340,      0, human                  ,              479,              22,              19,           1,         12,        0,                   1, 94.94.109.54   , 3              , v26     , creator_26, view      ,             1101.87
e30     , 2025-08-08T04:45:39.574743, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v32     , creator_32, view      ,                1.82
e31     , 2025-08-09T06:17:39.574743, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v32     , creator_32, view      ,                0.75
e32     , 2025-08-18T05:05:39.574806, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v50     , creator_50, share     ,                0.89
e33     , 2025-08-18T06:56:39.574806, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v50     , creator_50, view      ,                0.14
e34     , 2025-08-20T02:37:39.574851, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v48     , creator_48, view      ,                1.99
e35     , 2025-08-20T05:30:39.574851, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v48     , creator_48, view      ,                1.27
e36     , 2025-08-20T05:59:39.574851, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v48     , creator_48, view      ,                1.87
e37     , 2025-08-19T01:38:39.574905, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v29     , creator_29, view      ,                1.36
e38     , 2025-08-19T03:17:39.574905, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v29     , creator_29, like      ,                0.72
e39     , 2025-08-18T18:07:39.574945, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v6      , creator_6 , share     ,                1.43
e40     , 2025-08-21T04:00:39.574945, bot_user_167  ,      1, coordinated_inauthentic,               49,             990,             302,           0,          0,        0,                   0, 192.168.91.84  , 0              , v6      , creator_6 , view      ,                1.24
e41     , 2025-08-14T02:30:39.575011, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v20     , creator_20, view      ,                8.34
e42     , 2025-08-16T23:28:39.575040, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v23     , creator_23, view      ,                7.8
e43     , 2025-08-30T23:38:39.575062, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v31     , creator_31, view      ,                2.7
e44     , 2025-09-01T19:46:39.575062, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v31     , creator_31, like      ,                4.93
e45     , 2025-08-29T12:18:39.575105, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v35     , creator_35, view      ,                1.71
e46     , 2025-08-24T01:44:39.575135, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v15     , creator_15, view      ,                3.61
e47     , 2025-08-25T09:07:39.575135, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v15     , creator_15, view      ,                6.56
e48     , 2025-08-25T13:29:39.575135, bot_user_29   ,      1, sophisticated_bot      ,               94,             725,             775,           1,          7,        0,                   0, 163.222.164.164, 8              , v15     , creator_15, view      ,                6.6
e49     , 2025-08-07T11:24:39.575220, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v2      , creator_2 , view      ,              296.71
e50     , 2025-08-22T10:43:39.575271, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v12     , creator_12, comment   ,              850.72
e51     , 2025-08-22T17:55:39.575271, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v12     , creator_12, like      ,              614.54
e52     , 2025-08-28T09:49:39.575347, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v7      , creator_7 , view      ,              862.16
e53     , 2025-08-05T19:16:39.575391, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v19     , creator_19, view      ,               52.33
e54     , 2025-08-21T09:11:39.575426, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v18     , creator_18, like      ,              952.42
e55     , 2025-08-21T09:26:39.575426, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v18     , creator_18, comment   ,              866.9
e56     , 2025-08-21T11:52:39.575426, human_user_664,      0, human                  ,               95,              25,              10,           1,        196,        1,                   1, 49.164.39.13   , -12            , v18     , creator_18, view      ,              582.43
e57     , 2025-08-20T03:15:39.575527, bot_user_80   ,      1, crude_bot              ,                4,              26,            1380,           0,          0,        0,                   0, 185.220.134.32 , 8              , v31     , creator_31, view      ,                0.92
e58     , 2025-08-23T02:14:39.575557, bot_user_80   ,      1, crude_bot              ,                4,              26,            1380,           0,          0,        0,                   0, 185.220.134.32 , 8              , v41     , creator_41, share     ,                1.2
e59     , 2025-08-12T06:44:39.575585, bot_user_80   ,      1, crude_bot              ,                4,              26,            1380,           0,          0,        0,                   0, 185.220.134.32 , 8              , v20     , creator_20, comment   ,                1.29
e60     , 2025-08-13T00:07:39.575585, bot_user_80   ,      1, crude_bot              ,                4,              26,            1380,           0,          0,        0,                   0, 185.220.134.32 , 8              , v20     , creator_20, view      ,                1.32
e61     , 2025-08-13T03:11:39.575585, bot_user_80   ,      1, crude_bot              ,                4,              26,            1380,           0,          0,        0,                   0, 185.220.134.32 , 8              , v20     , creator_20, like      ,                1.6
e62     , 2025-08-28T15:46:39.575674, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v42     , creator_42, like      ,              473.73
e63     , 2025-08-17T15:59:39.575712, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v49     , creator_49, view      ,             1263.76
e64     , 2025-08-11T08:46:39.575745, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v23     , creator_23, view      ,              859.06
e65     , 2025-07-30T13:16:39.575778, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v29     , creator_29, view      ,              679.79
e66     , 2025-07-31T18:34:39.575778, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v29     , creator_29, view      ,             1159.31
e67     , 2025-08-01T05:33:39.575778, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v29     , creator_29, view      ,              358.4
e68     , 2025-08-10T19:13:39.575861, human_user_527,      0, human                  ,              214,               5,              12,           1,         20,        0,                   1, 33.249.82.252  , -5             , v47     , creator_47, view      ,              597.63
e69     , 2025-08-19T06:57:39.575914, human_user_503,      0, human                  ,              104,              26,              63,           1,         14,        0,                   1, 17.198.135.175 , -6             , v50     , creator_50, view      ,              107.49
e70     , 2025-08-19T11:44:39.575914, human_user_503,      0, human                  ,              104,              26,              63,           1,         14,        0,                   1, 17.198.135.175 , -6             , v50     , creator_50, share     ,              346.19
e71     , 2025-09-06T06:36:39.575974, human_user_503,      0, human                  ,              104,              26,              63,           1,         14,        0,                   1, 17.198.135.175 , -6             , v36     , creator_36, view      ,             1040.69
e72     , 2025-08-08T15:40:39.576020, human_user_503,      0, human                  ,              104,              26,              63,           1,         14,        0,                   1, 17.198.135.175 , -6             , v10     , creator_10, view      ,              420.68
e73     , 2025-08-09T13:03:39.576020, human_user_503,      0, human                  ,              104,              26,              63,           1,         14,        0,                   1, 17.198.135.175 , -6             , v10     , creator_10, like      ,               53.16
e74     , 2025-08-11T13:20:39.576090, human_user_503,      0, human                  ,              104,              26,              63,           1,         14,        0,                   1, 17.198.135.175 , -6             , v40     , creator_40, like      ,              858.46
e75     , 2025-08-12T04:28:39.576146, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v24     , creator_24, share     ,             1730.24
e76     , 2025-08-12T17:28:39.576146, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v24     , creator_24, view      ,             1313.55
e77     , 2025-08-16T08:57:39.576221, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v46     , creator_46, view      ,             1017.91
e78     , 2025-08-16T16:00:39.576221, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v46     , creator_46, like      ,             1386.32
e79     , 2025-08-17T14:35:39.576221, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v46     , creator_46, view      ,             1223.85
e80     , 2025-08-08T11:30:39.576310, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v4      , creator_4 , view      ,              309.97
e81     , 2025-08-08T13:56:39.576310, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v4      , creator_4 , comment   ,              814.13
e82     , 2025-08-11T07:35:39.576310, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v4      , creator_4 , view      ,              587.82
e83     , 2025-08-01T15:16:39.576405, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v40     , creator_40, like      ,             1106.89
e84     , 2025-08-02T11:12:39.576405, human_user_7  ,      0, human                  ,               55,             107,              46,           1,         19,        0,                   1, 164.31.143.191 , -1             , v40     , creator_40, view      ,              408.65
e85     , 2025-08-08T23:51:39.576482, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v26     , creator_26, view      ,              100.41
e86     , 2025-08-09T03:02:39.576482, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v26     , creator_26, view      ,               40.36
e87     , 2025-08-11T04:36:39.576529, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v1      , creator_1 , like      ,               20.11
e88     , 2025-08-11T04:43:39.576529, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v1      , creator_1 , view      ,              110.97
e89     , 2025-08-12T04:38:39.576529, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v1      , creator_1 , like      ,               89.59
e90     , 2025-08-23T00:10:39.576659, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v47     , creator_47, view      ,               95.81
e91     , 2025-08-23T02:02:39.576659, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v47     , creator_47, share     ,               46.78
e92     , 2025-08-15T21:02:39.576730, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v3      , creator_3 , like      ,               52.07
e93     , 2025-08-16T07:08:39.576730, bot_user_191  ,      1, compromised_account    ,              870,            3755,            1341,           1,          2,        0,                   0, 191.130.247.116, 0              , v3      , creator_3 , view      ,               14.53
e94     , 2025-08-05T22:52:39.576806, human_user_270,      0, human                  ,               46,              12,              41,           1,         41,        0,                   0, 139.76.129.179 , -2             , v10     , creator_10, view      ,             1421.87
e95     , 2025-08-06T12:38:39.576806, human_user_270,      0, human                  ,               46,              12,              41,           1,         41,        0,                   0, 139.76.129.179 , -2             , v10     , creator_10, view      ,              625.02
e96     , 2025-08-06T17:00:39.576806, human_user_270,      0, human                  ,               46,              12,              41,           1,         41,        0,                   0, 139.76.129.179 , -2             , v10     , creator_10, view      ,             1349.21
e97     , 2025-08-16T13:13:39.576910, human_user_270,      0, human                  ,               46,              12,              41,           1,         41,        0,                   0, 139.76.129.179 , -2             , v4      , creator_4 , view      ,             1019.95
e98     , 2025-08-16T16:12:39.576910, human_user_270,      0, human                  ,               46,              12,              41,           1,         41,        0,                   0, 139.76.129.179 , -2             , v4      , creator_4 , view      ,             1184.48
e99     , 2025-08-19T09:49:39.576910, human_user_270,      0, human                  ,               46,              12,              41,           1,         41,        0,                   0, 139.76.129.179 , -2             , v4      , creator_4 , view      ,             1120.31
e100    , 2025-08-08T11:47:39.577017, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v21     , creator_21, view      ,              597.71
e101    , 2025-08-08T02:43:39.577054, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v44     , creator_44, view      ,              288.1
e102    , 2025-08-08T07:46:39.577054, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v44     , creator_44, view      ,             1478.16
e103    , 2025-08-10T15:15:39.577054, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v44     , creator_44, view      ,              691.66
e104    , 2025-08-01T07:11:39.577144, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v37     , creator_37, like      ,              539.2
e105    , 2025-08-01T20:19:39.577144, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v37     , creator_37, view      ,             1453.58
e106    , 2025-08-02T06:03:39.577144, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v37     , creator_37, view      ,              864.01
e107    , 2025-08-22T08:57:39.577255, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v6      , creator_6 , like      ,             1001.38
e108    , 2025-08-22T16:37:39.577255, human_user_72 ,      0, human                  ,              341,              53,              22,           1,          2,        0,                   1, 189.126.19.69  , -5             , v6      , creator_6 , view      ,             1786.37
e109    , 2025-08-06T15:41:39.577337, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v3      , creator_3 , view      ,             1188.92
e110    , 2025-08-26T11:41:39.577375, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v17     , creator_17, view      ,             1645.78
e111    , 2025-08-01T19:05:39.577410, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v11     , creator_11, view      ,             1764.23
e112    , 2025-08-03T06:42:39.577410, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v11     , creator_11, view      ,             1286.15
e113    , 2025-08-13T06:36:39.577576, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v4      , creator_4 , view      ,              840.64
e114    , 2025-08-15T18:58:39.577576, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v4      , creator_4 , share     ,               68.03
e115    , 2025-08-01T13:45:39.577654, human_user_59 ,      0, human                  ,              593,               3,             196,           1,         51,        0,                   1, 178.9.150.232  , 0              , v19     , creator_19, view      ,             1347.57
e116    , 2025-08-08T02:52:39.577723, bot_user_128  ,      1, crude_bot              ,                5,              22,            1119,           1,         32,        0,                   0, 10.0.161.78    , 0              , v33     , creator_33, share     ,                1.9
e117    , 2025-08-24T05:12:39.577755, bot_user_128  ,      1, crude_bot              ,                5,              22,            1119,           1,         32,        0,                   0, 10.0.161.78    , 0              , v18     , creator_18, view      ,                1.39
e118    , 2025-08-18T15:07:39.577802, human_user_707,      0, human                  ,               30,             235,             136,           0,          0,        0,                   1, 161.116.62.147 , 1              , v28     , creator_28, like      ,             1556.78
e119    , 2025-08-19T11:32:39.577802, human_user_707,      0, human                  ,               30,             235,             136,           0,          0,        0,                   1, 161.116.62.147 , 1              , v28     , creator_28, view      ,             1278.09
e120    , 2025-08-23T08:32:39.577802, human_user_707,      0, human                  ,               30,             235,             136,           0,          0,        0,                   1, 161.116.62.147 , 1              , v28     , creator_28, view      ,              269.4
e121    , 2025-08-08T20:22:39.577893, human_user_707,      0, human                  ,               30,             235,             136,           0,          0,        0,                   1, 161.116.62.147 , 1              , v20     , creator_20, view      ,              150.03
e122    , 2025-07-31T21:50:39.577953, human_user_331,      0, human                  ,               94,              35,             190,           1,         55,        0,                   1, 137.60.82.215  , -7             , v47     , creator_47, share     ,             1612.61
e123    , 2025-08-03T10:11:39.577953, human_user_331,      0, human                  ,               94,              35,             190,           1,         55,        0,                   1, 137.60.82.215  , -7             , v47     , creator_47, share     ,              514.62
e124    , 2025-08-26T07:25:39.578015, human_user_331,      0, human                  ,               94,              35,             190,           1,         55,        0,                   1, 137.60.82.215  , -7             , v2      , creator_2 , like      ,             1113.21
e125    , 2025-08-06T05:28:39.578064, bot_user_174  ,      1, crude_bot              ,               12,               7,            1100,           0,          0,        0,                   0, 192.168.60.60  , 8              , v23     , creator_23, like      ,                0.81
e126    , 2025-08-17T16:24:39.578109, human_user_207,      0, human                  ,              245,             190,              86,           1,         14,        0,                   1, 219.198.122.36 , 3              , v13     , creator_13, share     ,             1711.85
e127    , 2025-08-05T15:36:39.578144, human_user_207,      0, human                  ,              245,             190,              86,           1,         14,        0,                   1, 219.198.122.36 , 3              , v15     , creator_15, like      ,              147.06
e128    , 2025-08-09T16:48:39.578220, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v16     , creator_16, like      ,              727.65
e129    , 2025-08-10T14:57:39.578266, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v28     , creator_28, view      ,              838.71
e130    , 2025-08-12T17:57:39.578266, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v28     , creator_28, like      ,             1583.67
e131    , 2025-08-16T15:09:39.578266, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v28     , creator_28, view      ,              982.03
e132    , 2025-08-27T16:27:39.578359, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v26     , creator_26, view      ,              569.06
e133    , 2025-08-28T08:52:39.578359, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v26     , creator_26, like      ,              846.58
e134    , 2025-09-01T13:57:39.578359, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v26     , creator_26, view      ,             1115.25
e135    , 2025-08-08T13:33:39.578438, human_user_399,      0, human                  ,              584,              99,              28,           1,         85,        0,                   1, 113.250.84.222 , 10             , v50     , creator_50, view      ,             1173.6
e136    , 2025-08-23T04:16:39.578505, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v9      , creator_9 , view      ,                1.33
e137    , 2025-08-02T05:35:39.578549, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v26     , creator_26, view      ,                0.82
e138    , 2025-08-03T03:29:39.578549, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v26     , creator_26, like      ,                1.83
e139    , 2025-08-03T05:10:39.578549, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v26     , creator_26, view      ,                1.35
e140    , 2025-08-25T01:09:39.578622, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v27     , creator_27, view      ,                0.69
e141    , 2025-08-18T04:24:39.578659, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v21     , creator_21, view      ,                1.05
e142    , 2025-08-18T23:40:39.578659, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v21     , creator_21, view      ,                1.63
e143    , 2025-07-31T05:39:39.578718, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v29     , creator_29, view      ,                1.29
e144    , 2025-07-31T06:16:39.578718, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v29     , creator_29, like      ,                0.49
e145    , 2025-07-31T06:40:39.578718, bot_user_2    ,      1, crude_bot              ,               11,              69,             678,           0,          0,        0,                   1, 185.220.200.150, -5             , v29     , creator_29, view      ,                0.2
e146    , 2025-08-15T22:34:39.578774, human_user_32 ,      0, human                  ,               73,              12,             145,           1,          1,        0,                   1, 90.18.219.9    , -8             , v39     , creator_39, view      ,             1111.63
e147    , 2025-08-09T15:14:39.578807, human_user_32 ,      0, human                  ,               73,              12,             145,           1,          1,        0,                   1, 90.18.219.9    , -8             , v20     , creator_20, share     ,              194.83
e148    , 2025-08-10T16:47:39.578807, human_user_32 ,      0, human                  ,               73,              12,             145,           1,          1,        0,                   1, 90.18.219.9    , -8             , v20     , creator_20, view      ,              682.37
