event_id, timestamp                 , user_id       , is_bot, bot_type               , account_age_days, followers_count, following_count, profile_pic, bio_length, verified, location_consistent, ip_address     , timezone_offset, video_id, creator_id, event_type, engagement_duration
e20     , 2025-08-01T05:51:54.566392, human_user_34 ,      0, human                  ,              390,              12,              30,           1,          2,        0,                   1, 139.187.129.234, 4              , v9      , creator_9 , view      ,              979.73
e21     , 2025-08-02T16:49:54.566392, human_user_34 ,      0, human                  ,              390,              12,              30,           1,          2,        0,                   1, 139.187.129.234, 4              , v9      , creator_9 , view      ,             1220.91
e22     , 2025-08-20T13:49:54.566426, human_user_34 ,      0, human                  ,              390,              12,              30,           1,          2,        0,                   1, 139.187.129.234, 4              , v16     , creator_16, view      ,             1126.6
e23     , 2025-08-21T05:40:54.566426, human_user_34 ,      0, human                  ,              390,              12,              30,           1,          2,        0,                   1, 139.187.129.234, 4              , v16     , creator_16, share     ,              610.57
e24     , 2025-08-21T14:18:54.566426, human_user_34 ,      0, human                  ,              390,              12,              30,           1,          2,        0,                   1, 139.187.129.234, 4              , v16     , creator_16, view      ,             1176.34
e25     , 2025-08-13T17:34:54.566483, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v4      , creator_4 , view      ,              686.69
e26     , 2025-08-14T06:41:54.566483, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v4      , creator_4 , share     ,             1262.78
e27     , 2025-08-15T06:52:54.566520, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v5      , creator_5 , view      ,              752.37
e28     , 2025-08-15T14:12:54.566520, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v5      , creator_5 , share     ,               87.91
e29     , 2025-08-15T15:19:54.566520, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v5      , creator_5 , view      ,              814.79
e30     , 2025-08-10T10:09:54.566569, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v2      , creator_2 , view      ,             1626.0
e31     , 2025-08-17T04:43:54.566591, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v18     , creator_18, view      ,             1203.1
e32     , 2025-08-17T20:18:54.566591, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v18     , creator_18, view      ,             1086.95
e33     , 2025-08-20T07:33:54.566591, human_user_108,      0, human                  ,              228,              28,             350,           1,         49,        0,                   1, 163.237.78.167 , 10             , v18     , creator_18, view      ,             1422.63
e34     , 2025-08-05T18:26:54.566647, human_user_44 ,      0, human                  ,               51,              70,              16,           1,         58,        0,                   0, 63.64.53.18    , 6              , v7      , creator_7 , view      ,             1771.73
e35     , 2025-08-13T08:37:54.566667, human_user_44 ,      0, human                  ,               51,              70,              16,           1,         58,        0,                   0, 63.64.53.18    , 6              , v19     , creator_19, view      ,             1563.61
e36     , 2025-08-29T10:16:54.566687, human_user_44 ,      0, human                  ,               51,              70,              16,           1,         58,        0,                   0, 63.64.53.18    , 6              , v20     , creator_20, view      ,              603.08
e37     , 2025-08-21T05:13:54.566705, human_user_44 ,      0, human                  ,               51,              70,              16,           1,         58,        0,                   0, 63.64.53.18    , 6              , v8      , creator_8 , view      ,              231.16
e38     , 2025-08-14T10:49:54.566723, human_user_44 ,      0, human                  ,               51,              70,              16,           1,         58,        0,                   0, 63.64.53.18    , 6              , v11     , creator_11, view      ,              223.03
e39     , 2025-07-31T04:35:54.566752, bot_user_3    ,      1, crude_bot              ,                3,              64,            1732,           1,         60,        0,                   1, 185.220.78.118 , 8              , v2      , creator_2 , view      ,                0.22
e40     , 2025-07-31T05:28:54.566752, bot_user_3    ,      1, crude_bot              ,                3,              64,            1732,           1,         60,        0,                   1, 185.220.78.118 , 8              , v2      , creator_2 , view      ,                1.3
e41     , 2025-08-03T15:20:54.566801, human_user_85 ,      0, human                  ,              228,              93,              97,           1,         81,        0,                   0, 141.166.153.136, 0              , v15     , creator_15, view      ,             1583.54
e42     , 2025-08-08T11:40:54.566824, human_user_85 ,      0, human                  ,              228,              93,              97,           1,         81,        0,                   0, 141.166.153.136, 0              , v17     , creator_17, view      ,              766.3
e43     , 2025-08-10T17:53:54.566824, human_user_85 ,      0, human                  ,              228,              93,              97,           1,         81,        0,                   0, 141.166.153.136, 0              , v17     , creator_17, view      ,              785.37
e44     , 2025-08-11T11:18:54.566824, human_user_85 ,      0, human                  ,              228,              93,              97,           1,         81,        0,                   0, 141.166.153.136, 0              , v17     , creator_17, view      ,              692.51
e45     , 2025-08-07T18:30:54.566869, human_user_85 ,      0, human                  ,              228,              93,              97,           1,         81,        0,                   0, 141.166.153.136, 0              , v14     , creator_14, view      ,              181.09
e46     , 2025-07-31T22:39:54.566898, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v18     , creator_18, view      ,                0.77
e47     , 2025-08-01T02:08:54.566898, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v18     , creator_18, view      ,                0.5
e48     , 2025-08-12T04:10:54.566925, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v20     , creator_20, comment   ,                1.66
e49     , 2025-08-12T06:40:54.566925, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v20     , creator_20, view      ,                1.32
e50     , 2025-08-12T06:54:54.566925, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v20     , creator_20, view      ,                1.87
e51     , 2025-08-19T03:55:54.566959, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v11     , creator_11, view      ,                1.3
e52     , 2025-08-19T23:45:54.566959, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v11     , creator_11, view      ,                1.52
e53     , 2025-08-20T02:50:54.566959, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v11     , creator_11, view      ,                0.9
e54     , 2025-08-22T06:05:54.566991, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v4      , creator_4 , view      ,                0.26
e55     , 2025-08-23T02:51:54.566991, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v4      , creator_4 , view      ,                0.91
e56     , 2025-08-13T04:28:54.567015, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v14     , creator_14, view      ,                0.85
e57     , 2025-08-13T06:21:54.567015, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v14     , creator_14, view      ,                0.11
e58     , 2025-08-14T04:02:54.567015, bot_user_48   ,      1, crude_bot              ,                9,               8,            1882,           0,          0,        0,                   0, 10.0.143.16    , -5             , v14     , creator_14, view      ,                0.5
e59     , 2025-08-15T12:19:54.567058, human_user_42 ,      0, human                  ,              466,             137,             184,           1,          4,        0,                   1, 36.130.84.31   , -3             , v16     , creator_16, view      ,              656.88
e60     , 2025-08-17T07:50:54.567058, human_user_42 ,      0, human                  ,              466,             137,             184,           1,          4,        0,                   1, 36.130.84.31   , -3             , v16     , creator_16, view      ,             1343.41
e61     , 2025-08-20T12:40:54.567058, human_user_42 ,      0, human                  ,              466,             137,             184,           1,          4,        0,                   1, 36.130.84.31   , -3             , v16     , creator_16, view      ,              843.77
e62     , 2025-08-18T07:05:54.567173, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v14     , creator_14, view      ,             1250.61
e63     , 2025-08-27T09:03:54.567226, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v10     , creator_10, view      ,              169.21
e64     , 2025-08-28T10:32:54.567226, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v10     , creator_10, like      ,             1350.07
e65     , 2025-08-21T15:30:54.567294, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v4      , creator_4 , view      ,              231.83
e66     , 2025-08-22T14:35:54.567332, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v13     , creator_13, view      ,              289.21
e67     , 2025-08-22T18:48:54.567332, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v13     , creator_13, view      ,             1096.25
e68     , 2025-08-25T10:18:54.567332, human_user_32 ,      0, human                  ,              290,             447,              13,           0,          0,        0,                   1, 20.160.110.147 , 6              , v13     , creator_13, like      ,             1190.25
e69     , 2025-08-26T08:43:54.567443, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v15     , creator_15, view      ,              652.94
e70     , 2025-08-26T12:06:54.567443, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v15     , creator_15, view      ,              847.28
e71     , 2025-08-30T09:44:54.567513, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v19     , creator_19, view      ,             1559.72
e72     , 2025-08-11T13:50:54.567554, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v11     , creator_11, view      ,             1011.14
e73     , 2025-07-31T17:07:54.567591, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v18     , creator_18, view      ,              297.02
e74     , 2025-08-01T04:24:54.567591, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v18     , creator_18, view      ,              213.2
e75     , 2025-08-04T08:04:54.567591, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v18     , creator_18, like      ,              637.88
e76     , 2025-08-26T11:37:54.567679, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v5      , creator_5 , view      ,             1109.36
e77     , 2025-08-27T10:54:54.567679, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v5      , creator_5 , view      ,             1654.75
e78     , 2025-08-29T04:11:54.567679, human_user_123,      0, human                  ,              412,            1201,             315,           1,        104,        0,                   1, 46.252.194.145 , 2              , v5      , creator_5 , view      ,             1400.8
e79     , 2025-08-11T14:44:54.567789, human_user_43 ,      0, human                  ,               65,              76,             127,           1,          0,        0,                   1, 174.26.166.86  , 8              , v11     , creator_11, view      ,             1537.27
e80     , 2025-08-06T13:31:54.567846, human_user_141,      0, human                  ,              182,              16,              22,           1,         23,        0,                   1, 155.76.21.150  , -2             , v12     , creator_12, view      ,              611.4
e81     , 2025-08-07T14:34:54.567846, human_user_141,      0, human                  ,              182,              16,              22,           1,         23,        0,                   1, 155.76.21.150  , -2             , v12     , creator_12, view      ,             1274.01
e82     , 2025-08-08T08:50:54.567846, human_user_141,      0, human                  ,              182,              16,              22,           1,         23,        0,                   1, 155.76.21.150  , -2             , v12     , creator_12, share     ,             1794.98
e83     , 2025-08-26T12:27:54.567936, human_user_141,      0, human                  ,              182,              16,              22,           1,         23,        0,                   1, 155.76.21.150  , -2             , v10     , creator_10, share     ,              634.87
e84     , 2025-08-27T14:53:54.567936, human_user_141,      0, human                  ,              182,              16,              22,           1,         23,        0,                   1, 155.76.21.150  , -2             , v10     , creator_10, like      ,              369.85
e85     , 2025-08-30T09:37:54.567936, human_user_141,      0, human                  ,              182,              16,              22,           1,         23,        0,                   1, 155.76.21.150  , -2             , v10     , creator_10, comment   ,              304.25
e86     , 2025-08-25T13:22:54.568042, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v2      , creator_2 , view      ,                0.79
e87     , 2025-08-24T08:59:54.568096, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v11     , creator_11, share     ,                1.59
e88     , 2025-08-24T16:39:54.568096, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v11     , creator_11, share     ,                0.47
e89     , 2025-08-25T13:45:54.568096, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v11     , creator_11, view      ,                1.18
e90     , 2025-08-13T03:17:54.568164, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v5      , creator_5 , like      ,                0.2
e91     , 2025-08-14T03:34:54.568164, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v5      , creator_5 , view      ,                0.81
e92     , 2025-08-07T08:09:54.568214, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v13     , creator_13, view      ,                0.4
e93     , 2025-07-30T04:22:54.568242, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v18     , creator_18, share     ,                0.89
e94     , 2025-07-30T22:49:54.568242, bot_user_26   ,      1, crude_bot              ,               12,              67,             501,           0,          0,        0,                   0, 185.220.198.139, 8              , v18     , creator_18, view      ,                0.81
e95     , 2025-08-27T09:19:54.568309, human_user_23 ,      0, human                  ,              482,              19,              39,           1,         12,        0,                   1, 99.41.58.8     , -1             , v4      , creator_4 , view      ,             1501.07
e96     , 2025-08-14T09:19:54.568366, human_user_23 ,      0, human                  ,              482,              19,              39,           1,         12,        0,                   1, 99.41.58.8     , -1             , v11     , creator_11, view      ,             1694.2
e97     , 2025-08-14T10:26:54.568366, human_user_23 ,      0, human                  ,              482,              19,              39,           1,         12,        0,                   1, 99.41.58.8     , -1             , v11     , creator_11, view      ,              779.16
e98     , 2025-08-17T18:27:54.568366, human_user_23 ,      0, human                  ,              482,              19,              39,           1,         12,        0,                   1, 99.41.58.8     , -1             , v11     , creator_11, like      ,              450.62
e99     , 2025-08-27T08:06:54.568480, human_user_23 ,      0, human                  ,              482,              19,              39,           1,         12,        0,                   1, 99.41.58.8     , -1             , v5      , creator_5 , like      ,              839.09
e100    , 2025-08-14T10:02:54.568560, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v19     , creator_19, view      ,             1205.94
e101    , 2025-08-13T20:30:54.568617, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v8      , creator_8 , share     ,              993.03
e102    , 2025-08-11T01:21:54.568664, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v5      , creator_5 , view      ,               58.75
e103    , 2025-08-11T12:06:54.568664, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v5      , creator_5 , like      ,              640.3
e104    , 2025-08-14T10:49:54.568664, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v5      , creator_5 , like      ,             1142.01
e105    , 2025-08-06T05:00:54.568753, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v10     , creator_10, view      ,             1409.08
e106    , 2025-08-06T15:34:54.568753, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v10     , creator_10, view      ,             1260.84
e107    , 2025-08-09T10:07:54.568753, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v10     , creator_10, view      ,             1466.35
e108    , 2025-08-09T15:55:54.568830, human_user_82 ,      0, human                  ,              597,             105,              48,           1,        117,        0,                   1, 29.255.138.5   , 7              , v14     , creator_14, view      ,              386.82
e109    , 2025-07-31T04:35:54.568887, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v16     , creator_16, like      ,                1.8
e110    , 2025-08-01T00:17:54.568887, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v16     , creator_16, view      ,                1.95
e111    , 2025-08-06T00:42:54.568936, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v9      , creator_9 , comment   ,                0.44
e112    , 2025-08-06T06:03:54.568936, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v9      , creator_9 , view      ,                0.29
e113    , 2025-08-07T03:00:54.568978, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v2      , creator_2 , view      ,                1.75
e114    , 2025-08-07T05:22:54.568978, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v2      , creator_2 , view      ,                2.0
e115    , 2025-08-08T00:59:54.569020, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v7      , creator_7 , view      ,                1.52
e116    , 2025-08-14T10:50:54.569020, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v7      , creator_7 , view      ,                0.16
e117    , 2025-08-06T04:30:54.569060, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v10     , creator_10, share     ,                0.81
e118    , 2025-08-06T05:27:54.569060, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v10     , creator_10, like      ,                1.19
e119    , 2025-08-06T06:37:54.569060, bot_user_44   ,      1, coordinated_inauthentic,               65,             392,             633,           0,          0,        0,                   0, 11.161.132.102 , 0              , v10     , creator_10, view      ,                0.86
e120    , 2025-08-03T23:20:54.569134, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v17     , creator_17, comment   ,               32.02
e121    , 2025-08-03T23:39:54.569134, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v17     , creator_17, view      ,               18.15
e122    , 2025-08-01T21:42:54.569176, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v13     , creator_13, share     ,              118.52
e123    , 2025-08-19T10:46:54.569199, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v18     , creator_18, view      ,               23.35
e124    , 2025-08-19T22:20:54.569199, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v18     , creator_18, view      ,               25.28
e125    , 2025-08-21T08:40:54.569199, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v18     , creator_18, like      ,               12.89
e126    , 2025-08-09T05:10:54.569249, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v4      , creator_4 , like      ,              100.57
e127    , 2025-08-09T23:32:54.569249, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v4      , creator_4 , view      ,              116.96
e128    , 2025-08-10T02:31:54.569249, bot_user_5    ,      1, purchased_followers    ,               54,           14848,             224,           1,         18,        0,                   1, 64.58.189.48   , -8             , v4      , creator_4 , view      ,               59.5
e129    , 2025-08-12T06:36:54.569322, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v19     , creator_19, view      ,             1684.49
e130    , 2025-08-17T19:59:54.569363, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v6      , creator_6 , like      ,             1527.3
e131    , 2025-08-22T14:01:54.569394, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v5      , creator_5 , view      ,              974.26
e132    , 2025-08-24T09:06:54.569394, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v5      , creator_5 , view      ,              328.49
e133    , 2025-08-24T07:05:54.569446, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v14     , creator_14, view      ,             1490.67
e134    , 2025-08-25T16:04:54.569446, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v14     , creator_14, view      ,              110.47
e135    , 2025-08-26T10:25:54.569446, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v14     , creator_14, view      ,             1050.89
e136    , 2025-08-22T13:27:54.569518, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v2      , creator_2 , view      ,             1166.18
e137    , 2025-08-25T12:06:54.569518, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v2      , creator_2 , view      ,              463.43
e138    , 2025-08-26T15:52:54.569518, human_user_39 ,      0, human                  ,              192,               4,              65,           1,          4,        0,                   1, 175.176.225.213, -8             , v2      , creator_2 , like      ,              748.78
e139    , 2025-08-03T11:04:54.569605, bot_user_34   ,      1, compromised_account    ,              414,            1052,             264,           1,         11,        0,                   1, 185.220.113.107, -5             , v15     , creator_15, view      ,               21.68
e140    , 2025-08-06T12:02:54.569605, bot_user_34   ,      1, compromised_account    ,              414,            1052,             264,           1,         11,        0,                   1, 185.220.113.107, -5             , v15     , creator_15, view      ,               23.48
e141    , 2025-08-20T03:52:54.569649, bot_user_34   ,      1, compromised_account    ,              414,            1052,             264,           1,         11,        0,                   1, 185.220.113.107, -5             , v7      , creator_7 , like      ,              112.71
e142    , 2025-08-20T22:44:54.569649, bot_user_34   ,      1, compromised_account    ,              414,            1052,             264,           1,         11,        0,                   1, 185.220.113.107, -5             , v7      , creator_7 , like      ,               30.88
e143    , 2025-08-20T15:27:54.569688, bot_user_34   ,      1, compromised_account    ,              414,            1052,             264,           1,         11,        0,                   1, 185.220.113.107, -5             , v11     , creator_11, like      ,               64.71
e144    , 2025-08-15T02:21:54.569711, bot_user_34   ,      1, compromised_account    ,              414,            1052,             264,           1,         11,        0,                   1, 185.220.113.107, -5             , v5      , creator_5 , view      ,               64.44
e145    , 2025-07-31T01:41:54.569748, bot_user_41   ,      1, sophisticated_bot      ,               55,            2871,             653,           0,          0,        0,                   0, 168.240.138.3  , 0              , v14     , creator_14, view      ,                1.46
e146    , 2025-08-14T14:33:54.569784, human_user_6  ,      0, human                  ,              328,             165,              64,           1,          4,        0,                   1, 144.99.142.74  , -1             , v13     , creator_13, view      ,              201.13
e147    , 2025-08-14T15:43:54.569784, human_user_6  ,      0, human                  ,              328,             165,              64,           1,          4,        0,                   1, 144.99.142.74  , -1             , v13     , creator_13, view      ,             1776.61
e148    , 2025-08-17T17:05:54.569784, human_user_6  ,      0, human                  ,              328,             165,              64,           1,          4,        0,                   1, 144.99.142.74  , -1             , v13     , creator_13, view      ,              677.12
