event_id, user_id       , video_id, creator_id , event_type, timestamp                 , engagement_duration   , content_type     , account_age_days, followers_count, following_count, profile_pic, bio_length, verified, location_consistent, bot_type               , is_bot, user_agent                                                  , ip_address     , screen_resolution, timezone_offset, avg_time_between_events, std_time_between_events, sequence_naturalness_score, engagement_diversity, total_events, unique_videos_engaged
e_24    , human_user_280, v55     , creator_55 , view      , 2025-08-19 08:42:14.203711,  701.5875663487951    , lifestyle        ,              435,             157,             112, True       ,         93, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 148.140.102.57 , 375x667          , -7             , -268079.99996766663    ,    1234823.2543955443  , -1.5                      ,  1.0                ,            4,                     4
e_25    , human_user_280, v62     , creator_62 , view      , 2025-08-04 03:17:14.203751,  506.8525662592148    , trending_dance   ,              435,             157,             112, True       ,         93, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 148.140.102.57 , 375x667          , -7             , -268079.99996766663    ,    1234823.2543955443  , -1.5                      ,  1.0                ,            4,                     4
e_26    , human_user_280, v5      , creator_5  , view      , 2025-08-21 02:26:14.203782,  676.1880356234101    , trending_dance   ,              435,             157,             112, True       ,         93, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 148.140.102.57 , 375x667          , -7             , -268079.99996766663    ,    1234823.2543955443  , -1.5                      ,  1.0                ,            4,                     4
e_27    , human_user_280, v65     , creator_65 , view      , 2025-08-10 01:18:14.203808, 1471.1174755302773    , comedy           ,              435,             157,             112, True       ,         93, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 148.140.102.57 , 375x667          , -7             , -268079.99996766663    ,    1234823.2543955443  , -1.5                      ,  1.0                ,            4,                     4
e_28    , human_user_514, v2      , creator_2  , view      , 2025-08-08 03:13:14.203966, 1024.9850601669289    , product_review   ,              214,              44,             141, True       ,         46, False   , True               , human                  , False , Mozilla/5.0 (Android 11; Mobile; rv:92.0)                   , 143.221.205.246, 375x667          , -6             , 706500.0               ,          0.0           , -0.5                      ,  0.5                ,            2,                     1
e_29    , human_user_514, v2      , creator_2  , view      , 2025-08-16 07:28:14.203966,  735.1713662980898    , product_review   ,              214,              44,             141, True       ,         46, False   , True               , human                  , False , Mozilla/5.0 (Android 11; Mobile; rv:92.0)                   , 143.221.205.246, 375x667          , -6             , 706500.0               ,          0.0           , -0.5                      ,  0.5                ,            2,                     1
e_30    , human_user_764, v34     , creator_34 , view      , 2025-08-10 13:54:14.204153, 1180.2619051110876    , trending_dance   ,              314,             699,             159, True       ,        109, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 16.110.116.191 , 414x896          , 3              , 146100.00004           ,          0.0           , -0.5                      ,  1.0                ,            2,                     2
e_31    , human_user_764, v33     , creator_33 , view      , 2025-08-12 06:29:14.204193,  168.7813128865931    , trending_dance   ,              314,             699,             159, True       ,        109, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 16.110.116.191 , 414x896          , 3              , 146100.00004           ,          0.0           , -0.5                      ,  1.0                ,            2,                     2
e_32    , human_user_577, v52     , creator_52 , like      , 2025-08-20 12:31:14.204825,  672.8017672432588    , lifestyle        ,              661,             228,              91, True       ,         17, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 38.85.162.157  , 1536x864         , -2             , -28514.999941749964    ,    1592402.9108961164  , -1.5                      ,  1.0                ,            5,                     5
e_33    , human_user_577, v44     , creator_44 , like      , 2025-08-06 01:58:14.204940, 1270.2335633116911    , lifestyle        ,              661,             228,              91, True       ,         17, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 38.85.162.157  , 1536x864         , -2             , -28514.999941749964    ,    1592402.9108961164  , -1.5                      ,  1.0                ,            5,                     5
e_34    , human_user_577, v30     , creator_30 , like      , 2025-08-27 00:41:14.204983, 1000.72772655838      , lifestyle        ,              661,             228,              91, True       ,         17, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 38.85.162.157  , 1536x864         , -2             , -28514.999941749964    ,    1592402.9108961164  , -1.5                      ,  1.0                ,            5,                     5
e_35    , human_user_577, v41     , creator_41 , view      , 2025-08-04 15:48:14.205022,  304.8356207402865    , political_content,              661,             228,              91, True       ,         17, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 38.85.162.157  , 1536x864         , -2             , -28514.999941749964    ,    1592402.9108961164  , -1.5                      ,  1.0                ,            5,                     5
e_36    , human_user_577, v91     , creator_91 , view      , 2025-08-19 04:50:14.205058, 1514.176468640388     , trending_dance   ,              661,             228,              91, True       ,         17, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 38.85.162.157  , 1536x864         , -2             , -28514.999941749964    ,    1592402.9108961164  , -1.5                      ,  1.0                ,            5,                     5
e_37    , human_user_507, v23     , creator_23 , view      , 2025-08-12 01:47:14.205497,  677.4364798486288    , educational      ,              496,             103,             134, True       ,         44, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 8.17.222.122   , 1536x864         , -1             , 1748580.000048         ,          0.0           , 1.0                       ,  1.0                ,            2,                     2
e_38    , human_user_507, v76     , creator_76 , like      , 2025-09-01 07:30:14.205545,  638.6763035324898    , trending_dance   ,              496,             103,             134, True       ,         44, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 8.17.222.122   , 1536x864         , -1             , 1748580.000048         ,          0.0           , 1.0                       ,  1.0                ,            2,                     2
e_39    , human_user_601, v1      , creator_1  , view      , 2025-08-16 03:09:14.205752,  944.3998094888983    , lifestyle        ,              262,               1,              47, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 121.4.77.3     , 1536x864         , 3              , -51799.99996566667     ,     214279.3708946679  , -1.5                      ,  0.75               ,            4,                     3
e_40    , human_user_601, v1      , creator_1  , view      , 2025-08-16 10:56:14.205752, 1115.3927092210026    , lifestyle        ,              262,               1,              47, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 121.4.77.3     , 1536x864         , 3              , -51799.99996566667     ,     214279.3708946679  , -1.5                      ,  0.75               ,            4,                     3
e_41    , human_user_601, v48     , creator_48 , view      , 2025-08-12 11:08:14.205822,  151.181196293687     , trending_dance   ,              262,               1,              47, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 121.4.77.3     , 1536x864         , 3              , -51799.99996566667     ,     214279.3708946679  , -1.5                      ,  0.75               ,            4,                     3
e_42    , human_user_601, v25     , creator_25 , view      , 2025-08-14 07:59:14.205855,  900.8329448281773    , product_review   ,              262,               1,              47, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 121.4.77.3     , 1536x864         , 3              , -51799.99996566667     ,     214279.3708946679  , -1.5                      ,  0.75               ,            4,                     3
e_43    , human_user_113, v37     , creator_37 , view      , 2025-08-31 01:51:14.206174,  414.4229107736479    , lifestyle        ,              569,              48,              41, True       ,         83, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 83.9.48.249    , 1366x768         , -11            , -622199.9999685        ,     821819.9999685     , 0.5                       ,  0.6666666666666666 ,            3,                     2
e_44    , human_user_113, v35     , creator_35 , view      , 2025-08-14 08:44:14.206237, 1523.0769497044992    , comedy           ,              569,              48,              41, True       ,         83, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 83.9.48.249    , 1366x768         , -11            , -622199.9999685        ,     821819.9999685     , 0.5                       ,  0.6666666666666666 ,            3,                     2
e_45    , human_user_113, v35     , creator_35 , share     , 2025-08-16 16:11:14.206237,  129.18786959135028   , comedy           ,              569,              48,              41, True       ,         83, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 83.9.48.249    , 1366x768         , -11            , -622199.9999685        ,     821819.9999685     , 0.5                       ,  0.6666666666666666 ,            3,                     2
e_46    , human_user_516, v49     , creator_49 , view      , 2025-08-14 02:44:14.206480,  952.4162425013925    , controversy      ,              173,              37,              23, True       ,         33, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 199.200.47.50  , 1920x1080        , 5              , 101520.00002699997     ,     807642.8781224701  , 0.5                       ,  0.8                ,            5,                     4
e_47    , human_user_516, v49     , creator_49 , comment   , 2025-08-17 02:29:14.206480,  866.9012146349819    , controversy      ,              173,              37,              23, True       ,         33, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 199.200.47.50  , 1920x1080        , 5              , 101520.00002699997     ,     807642.8781224701  , 0.5                       ,  0.8                ,            5,                     4
e_48    , human_user_516, v16     , creator_16 , like      , 2025-08-09 10:29:14.206549,  952.039467663992     , trending_dance   ,              173,              37,              23, True       ,         33, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 199.200.47.50  , 1920x1080        , 5              , 101520.00002699997     ,     807642.8781224701  , 0.5                       ,  0.8                ,            5,                     4
e_49    , human_user_516, v99     , creator_99 , like      , 2025-08-25 03:45:14.206571,  415.4852008275321    , comedy           ,              173,              37,              23, True       ,         33, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 199.200.47.50  , 1920x1080        , 5              , 101520.00002699997     ,     807642.8781224701  , 0.5                       ,  0.8                ,            5,                     4
e_50    , human_user_516, v92     , creator_92 , view      , 2025-08-18 19:32:14.206588,  241.77977785900742   , educational      ,              173,              37,              23, True       ,         33, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 199.200.47.50  , 1920x1080        , 5              , 101520.00002699997     ,     807642.8781224701  , 0.5                       ,  0.8                ,            5,                     4
e_51    , human_user_63 , v48     , creator_48 , share     , 2025-08-10 08:41:14.206728, 1374.421492043765     , trending_dance   ,              124,              69,              23, True       ,          1, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 203.124.177.153, 1920x1080        , -11            , -39839.99997050001     ,    1338900.0000055     , 1.0                       ,  1.0                ,            3,                     3
e_52    , human_user_63 , v99     , creator_99 , view      , 2025-08-25 09:32:14.206763,  893.4819010036744    , comedy           ,              124,              69,              23, True       ,          1, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 203.124.177.153, 1920x1080        , -11            , -39839.99997050001     ,    1338900.0000055     , 1.0                       ,  1.0                ,            3,                     3
e_53    , human_user_63 , v12     , creator_12 , like      , 2025-08-09 10:33:14.206787, 1327.7442322041734    , product_review   ,              124,              69,              23, True       ,          1, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 203.124.177.153, 1920x1080        , -11            , -39839.99997050001     ,    1338900.0000055     , 1.0                       ,  1.0                ,            3,                     3
e_54    , human_user_550, v45     , creator_45 , view      , 2025-07-30 22:51:14.206968, 1480.3708361545816    , educational      ,              162,              55,              33, True       ,        166, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 144.150.49.146 , 1440x900         , 10             , 478860.0               ,          0.0           , -0.5                      ,  0.5                ,            2,                     1
e_55    , human_user_550, v45     , creator_45 , view      , 2025-08-05 11:52:14.206968,  833.7197942381656    , educational      ,              162,              55,              33, True       ,        166, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 144.150.49.146 , 1440x900         , 10             , 478860.0               ,          0.0           , -0.5                      ,  0.5                ,            2,                     1
e_56    , human_user_536, v85     , creator_85 , view      , 2025-08-09 11:24:14.207211, 1134.4277566770152    , trending_dance   ,               55,               9,              60, True       ,          0, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 157.144.29.25  , 414x896          , 1              , -231179.999971         ,     183593.06520934714 , 0.5                       ,  0.75               ,            4,                     3
e_57    , human_user_536, v6      , creator_6  , like      , 2025-08-05 23:41:14.207258, 1190.6763705595413    , political_content,               55,               9,              60, True       ,          0, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 157.144.29.25  , 414x896          , 1              , -231179.999971         ,     183593.06520934714 , 0.5                       ,  0.75               ,            4,                     3
e_58    , human_user_536, v14     , creator_14 , like      , 2025-08-01 05:05:14.207298,  500.49367305909743   , educational      ,               55,               9,              60, True       ,          0, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 157.144.29.25  , 414x896          , 1              , -231179.999971         ,     183593.06520934714 , 0.5                       ,  0.75               ,            4,                     3
e_59    , human_user_536, v14     , creator_14 , view      , 2025-08-01 10:45:14.207298,  154.58698941013205   , educational      ,               55,               9,              60, True       ,          0, False   , True               , human                  , False , Mozilla/5.0 (Windows NT 10.0; Win64; x64)                   , 157.144.29.25  , 414x896          , 1              , -231179.999971         ,     183593.06520934714 , 0.5                       ,  0.75               ,            4,                     3
e_60    , human_user_438, v73     , creator_73 , view      , 2025-08-14 10:00:14.207582, 1605.8744669277944    , comedy           ,              215,             253,              98, True       ,         15, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 217.190.212.186, 375x667          , 12             , 40050.0                ,      26730.0           , -1.0                      ,  0.3333333333333333 ,            3,                     1
e_61    , human_user_438, v73     , creator_73 , view      , 2025-08-14 13:42:14.207582, 1772.3781328107375    , comedy           ,              215,             253,              98, True       ,         15, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 217.190.212.186, 375x667          , 12             , 40050.0                ,      26730.0           , -1.0                      ,  0.3333333333333333 ,            3,                     1
e_62    , human_user_438, v73     , creator_73 , view      , 2025-08-15 08:15:14.207582,  587.3812748373406    , comedy           ,              215,             253,              98, True       ,         15, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 217.190.212.186, 375x667          , 12             , 40050.0                ,      26730.0           , -1.0                      ,  0.3333333333333333 ,            3,                     1
e_63    , human_user_258, v34     , creator_34 , view      , 2025-08-21 00:07:14.207852,  414.8639859978164    , trending_dance   ,              451,             132,             165, True       ,         95, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 142.79.92.40   , 1920x1080        , -11            , -599579.999948         ,          0.0           , 1.0                       ,  1.0                ,            2,                     2
e_64    , human_user_258, v47     , creator_47 , like      , 2025-08-14 01:34:14.207904, 1274.040773882951     , comedy           ,              451,             132,             165, True       ,         95, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 142.79.92.40   , 1920x1080        , -11            , -599579.999948         ,          0.0           , 1.0                       ,  1.0                ,            2,                     2
e_65    , human_user_551, v99     , creator_99 , view      , 2025-08-15 05:37:14.208098, 1185.419154193821     , comedy           ,              126,              10,              38, True       ,          1, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 25.153.21.200  , 1920x1080        , 11             , 154440.0               ,          0.0           , -0.5                      ,  0.5                ,            2,                     1
e_66    , human_user_551, v99     , creator_99 , view      , 2025-08-17 00:31:14.208098,   50.238854303808225  , comedy           ,              126,              10,              38, True       ,          1, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 25.153.21.200  , 1920x1080        , 11             , 154440.0               ,          0.0           , -0.5                      ,  0.5                ,            2,                     1
e_67    , human_user_223, v65     , creator_65 , view      , 2025-08-03 04:50:14.208282,  872.2627382833498    , comedy           ,              144,             157,              31, True       ,         80, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 200.195.82.139 , 1920x1080        , -3             , 304995.000029          ,     603189.5543485014  , 0.0                       ,  1.0                ,            5,                     5
e_68    , human_user_223, v7      , creator_7  , view      , 2025-08-16 09:50:14.208319,  881.2328284975456    , comedy           ,              144,             157,              31, True       ,         80, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 200.195.82.139 , 1920x1080        , -3             , 304995.000029          ,     603189.5543485014  , 0.0                       ,  1.0                ,            5,                     5
e_69    , human_user_223, v87     , creator_87 , comment   , 2025-08-10 02:21:14.208356,  957.9185746301347    , political_content,              144,             157,              31, True       ,         80, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 200.195.82.139 , 1920x1080        , -3             , 304995.000029          ,     603189.5543485014  , 0.0                       ,  1.0                ,            5,                     5
e_70    , human_user_223, v94     , creator_94 , view      , 2025-08-15 04:41:14.208379,  229.17787238205347   , trending_dance   ,              144,             157,              31, True       ,         80, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 200.195.82.139 , 1920x1080        , -3             , 304995.000029          ,     603189.5543485014  , 0.0                       ,  1.0                ,            5,                     5
e_71    , human_user_223, v58     , creator_58 , view      , 2025-08-17 07:43:14.208398,  329.58181730019965   , comedy           ,              144,             157,              31, True       ,         80, False   , True               , human                  , False , Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)      , 200.195.82.139 , 1920x1080        , -3             , 304995.000029          ,     603189.5543485014  , 0.0                       ,  1.0                ,            5,                     5
e_72    , human_user_751, v48     , creator_48 , like      , 2025-08-09 13:37:14.208533,  539.2026073806577    , trending_dance   ,              355,              51,              57, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 90.226.12.237  , 1440x900         , -8             , 458760.00002           ,     373200.00002       , -0.5                      ,  0.6666666666666666 ,            3,                     2
e_73    , human_user_751, v20     , creator_20 , view      , 2025-08-19 04:43:14.208573,  390.72839459159115   , lifestyle        ,              355,              51,              57, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 90.226.12.237  , 1440x900         , -8             , 458760.00002           ,     373200.00002       , -0.5                      ,  0.6666666666666666 ,            3,                     2
e_74    , human_user_751, v20     , creator_20 , view      , 2025-08-20 04:29:14.208573,  487.8246660633094    , lifestyle        ,              355,              51,              57, False      ,          0, False   , True               , human                  , False , Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)             , 90.226.12.237  , 1440x900         , -8             , 458760.00002           ,     373200.00002       , -0.5                      ,  0.6666666666666666 ,            3,                     2
